raceId,year,round,circuitId,name,date
1052,2021,1,3,Bahrain Grand Prix,28/3/2021
1051,2021,20,78,Qatar Grand Prix,21/11/2021
1054,2021,3,75,Portuguese Grand Prix,2/5/2021
1055,2021,4,4,Spanish Grand Prix,9/5/2021
1056,2021,5,6,Monaco Grand Prix,23/5/2021
1057,2021,6,73,Azerbaijan Grand Prix,6/6/2021
1058,2021,8,70,Styrian Grand Prix,27/6/2021
1059,2021,7,34,French Grand Prix,20/6/2021
1060,2021,9,70,Austrian Grand Prix,4/7/2021
1061,2021,10,9,British Grand Prix,18/7/2021
1062,2021,11,11,Hungarian Grand Prix,1/8/2021
1063,2021,12,13,Belgian Grand Prix,29/8/2021
1064,2021,13,39,Dutch Grand Prix,5/9/2021
1065,2021,14,14,Italian Grand Prix,12/9/2021
1066,2021,15,71,Russian Grand Prix,26/9/2021
1067,2021,16,5,Turkish Grand Prix,10/10/2021
1069,2021,17,69,United States Grand Prix,24/10/2021
1070,2021,18,32,Mexico City Grand Prix,7/11/2021
1071,2021,19,18,São Paulo Grand Prix,14/11/2021
1072,2021,21,77,Saudi Arabian Grand Prix,5/12/2021
1073,2021,22,24,Abu Dhabi Grand Prix,12/12/2021
1075,2022,2,77,Saudi Arabian Grand Prix,27/3/2022
1076,2022,3,1,Australian Grand Prix,10/4/2022
1077,2022,4,21,Emilia Romagna Grand Prix,24/4/2022
1078,2022,5,79,Miami Grand Prix,8/5/2022
1079,2022,6,4,Spanish Grand Prix,22/5/2022
1080,2022,7,6,Monaco Grand Prix,29/5/2022
1081,2022,8,73,Azerbaijan Grand Prix,12/6/2022
1082,2022,9,7,Canadian Grand Prix,19/6/2022
1083,2022,10,9,British Grand Prix,3/7/2022
1084,2022,11,70,Austrian Grand Prix,10/7/2022
1085,2022,12,34,French Grand Prix,24/7/2022
1086,2022,13,11,Hungarian Grand Prix,31/7/2022
1087,2022,14,13,Belgian Grand Prix,28/8/2022
1088,2022,15,39,Dutch Grand Prix,4/9/2022
1089,2022,16,14,Italian Grand Prix,11/9/2022
1091,2022,17,15,Singapore Grand Prix,2/10/2022
1092,2022,18,22,Japanese Grand Prix,9/10/2022
1093,2022,19,69,United States Grand Prix,23/10/2022
1094,2022,20,32,Mexico City Grand Prix,30/10/2022
1095,2022,21,18,Brazilian Grand Prix,13/11/2022
1096,2022,22,24,Abu Dhabi Grand Prix,20/11/2022
